장비ID,장비명/국사명,사업장,순서,key,업무명,운용팀,장비명/국사명,장비ID,국사,본부,자산현행화(세부항목),MOSS(BS)발행,자산점검 완료(MOSS 미발행),
118.38.209.43,1#푸른아파트104동_IF#2-V2724GB,부산광역시 사하구 다대동 1548-13,10,10부산광역시 사하구 다대동 1548-13,V2724GB PLK PSU교체,서부산,1#푸른아파트104동_IF#2-V2724GB,118.38.209.43,,부산,,,,부산광역시 사하구 다대동 일반 1548-13 102동 #3
118.38.209.44,1#푸른아파트104동_IF#3-V2724GB,부산광역시 사하구 다대동 1548-13,11,11부산광역시 사하구 다대동 1548-13,V2724GB PLK PSU교체,서부산,1#푸른아파트104동_IF#3-V2724GB,118.38.209.44,,부산,,,,부산광역시 사하구 다대동 일반 1548-13 102동 #3
59.28.67.60,1#조성아파트5동#1-V2724GB,부산광역시 사하구 다대동 948-1,1,1부산광역시 사하구 다대동 948-1,V2724GB PLK PSU교체,서부산,1#조성아파트5동#1-V2724GB,59.28.67.60,,부산,,,,부산광역시 사하구 다대동 일반 948-1 101동
59.28.67.61,1#조성아파트6동#1-V2724GB,부산광역시 사하구 다대동 948-1,2,2부산광역시 사하구 다대동 948-1,V2724GB PLK PSU교체,서부산,1#조성아파트6동#1-V2724GB,59.28.67.61,,부산,,,,부산광역시 사하구 다대동 일반 948-1 101동
112.162.15.52,1#조성하이츠 1-4_IF#1-V2724GB,부산광역시 사하구 다대동 1548-15,1,1부산광역시 사하구 다대동 1548-15,V2724GB PLK PSU교체,서부산,1#조성하이츠 1-4_IF#1-V2724GB,112.162.15.52,,부산,,,,부산광역시 사하구 다대동 일반 1548-15 5-6라인 지하
112.162.15.53,1#조성하이츠 1-4_IF#2-V2724GB,부산광역시 사하구 다대동 1548-15,2,2부산광역시 사하구 다대동 1548-15,V2724GB PLK PSU교체,서부산,1#조성하이츠 1-4_IF#2-V2724GB,112.162.15.53,,부산,,,,부산광역시 사하구 다대동 일반 1548-15 5-6라인 지하
112.162.15.54,1#조성하이츠 5-6_IF#1-V2724GB,부산광역시 사하구 다대동 1548-15,3,3부산광역시 사하구 다대동 1548-15,V2724GB PLK PSU교체,서부산,1#조성하이츠 5-6_IF#1-V2724GB,112.162.15.54,,부산,,,,부산광역시 사하구 다대동 일반 1548-15 5-6라인 지하
211.104.192.8,B1#우림그린8-9_IF#1-V2724GB,부산광역시 사하구 장림동 244-6,1,1부산광역시 사하구 장림동 244-6,V2724GB PLK PSU교체,서부산,B1#우림그린8-9_IF#1-V2724GB,211.104.192.8,,부산,,,,부산광역시 사하구 장림동 일반 244-6
211.104.192.9,B1#우림그린8-9_IF#2-V2724GB,부산광역시 사하구 장림동 244-6,2,2부산광역시 사하구 장림동 244-6,V2724GB PLK PSU교체,서부산,B1#우림그린8-9_IF#2-V2724GB,211.104.192.9,,부산,,,,부산광역시 사하구 장림동 일반 244-6
211.104.192.6,B1#우림그린12-16_IF#1-V2724GB,부산광역시 사하구 장림동 244-6,3,3부산광역시 사하구 장림동 244-6,V2724GB PLK PSU교체,서부산,B1#우림그린12-16_IF#1-V2724GB,211.104.192.6,,부산,,,,부산광역시 사하구 장림동 일반 244-6
211.104.192.7,B1#우림그린12-16_IF#2-V2724GB,부산광역시 사하구 장림동 244-6,4,4부산광역시 사하구 장림동 244-6,V2724GB PLK PSU교체,서부산,B1#우림그린12-16_IF#2-V2724GB,211.104.192.7,,부산,,,,부산광역시 사하구 장림동 일반 244-6
112.162.15.112,#맘모스프라자 1번#-V2724GB,부산광역시 사하구 다대동 120-1,1,1부산광역시 사하구 다대동 120-1,V2724GB PLK PSU교체,서부산,#맘모스프라자 1번#-V2724GB,112.162.15.112,,부산,,,,부산광역시 사하구 다대동 일반 120-1 맘모스프라자 #1
112.162.15.113,#맘모스프라자 2번#-V2724GB,부산광역시 사하구 다대동 120-1,2,2부산광역시 사하구 다대동 120-1,V2724GB PLK PSU교체,서부산,#맘모스프라자 2번#-V2724GB,112.162.15.113,,부산,,,,부산광역시 사하구 다대동 일반 120-1 맘모스프라자 #1
112.162.15.114,#맘모스프라자 3번#-V2724GB,부산광역시 사하구 다대동 120-1,3,3부산광역시 사하구 다대동 120-1,V2724GB PLK PSU교체,서부산,#맘모스프라자 3번#-V2724GB,112.162.15.114,,부산,,,,부산광역시 사하구 다대동 일반 120-1 맘모스프라자 #1
175.200.211.57,1#청룡타워_M1#1-V2724GB,부산광역시 사하구 장림동 316-2,1,1부산광역시 사하구 장림동 316-2,V2724GB PLK PSU교체,서부산,1#청룡타워_M1#1-V2724GB,175.200.211.57,,부산,,,,부산광역시 사하구 장림동 일반 316-2 청룡타워_지상1층 MDF실
175.200.211.77,1#일영빌딩#1-V2724GB,부산광역시 사하구 장림동 316-2,2,2부산광역시 사하구 장림동 316-2,V2724GB PLK PSU교체,서부산,1#일영빌딩#1-V2724GB,175.200.211.77,,부산,,,,부산광역시 사하구 장림동 일반 316-2 청룡타워_지상1층 MDF실
59.28.68.8,1#성경센서빌#1-V2724GB,부산광역시 사하구 장림동 185-0,1,1부산광역시 사하구 장림동 185-0,V2724GB PLK PSU교체,서부산,1#성경센서빌#1-V2724GB,59.28.68.8,,부산,,,,부산광역시 사하구 장림동 일반 185-0 홈플러스_장림점
59.28.68.32,1#에이스밀#1-V2724GB,부산광역시 사하구 장림동 185-0,2,2부산광역시 사하구 장림동 185-0,V2724GB PLK PSU교체,서부산,1#에이스밀#1-V2724GB,59.28.68.32,,부산,,,,부산광역시 사하구 장림동 일반 185-0 홈플러스_장림점
59.28.68.82,1#향나타워 108-110동#1-V2724GB,부산광역시 사하구 장림동 185-0,3,3부산광역시 사하구 장림동 185-0,V2724GB PLK PSU교체,서부산,1#향나타워 108-110동#1-V2724GB,59.28.68.82,,부산,,,,부산광역시 사하구 장림동 일반 185-0 홈플러스_장림점
14.43.80.21,1#광남하이츠빌라_IF사업장#1-V2724GB,부산광역시 사하구 다대동 43-2,1,1부산광역시 사하구 다대동 43-2,V2724GB PLK PSU교체,서부산,1#광남하이츠빌라_IF사업장#1-V2724GB,14.43.80.21,,부산,,,,부산광역시 사하구 다대동 일반 43-2 다인빌딩
59.20.245.35,-1#도개공1지구110-1#1-V2724GB,부산광역시 영도구 동삼동 1124-6,1,1부산광역시 영도구 동삼동 1124-6,V2724GB PLK PSU교체,서부산,-1#도개공1지구110-1#1-V2724GB,59.20.245.35,,부산,,,,부산광역시 영도구 동삼동 일반 1124-6
59.20.245.36,-1#도개공1지구111-1#1-V2724GB,부산광역시 영도구 동삼동 1124-6,2,2부산광역시 영도구 동삼동 1124-6,V2724GB PLK PSU교체,서부산,-1#도개공1지구111-1#1-V2724GB,59.20.245.36,,부산,,,,부산광역시 영도구 동삼동 일반 1124-6
59.20.245.37,-1#도개공1지구112-1#1-V2724GB,부산광역시 영도구 동삼동 1124-6,3,3부산광역시 영도구 동삼동 1124-6,V2724GB PLK PSU교체,서부산,-1#도개공1지구112-1#1-V2724GB,59.20.245.37,,부산,,,,부산광역시 영도구 동삼동 일반 1124-6
59.20.245.38,-1#도개공1단지 112동#2-V2724GB,부산광역시 영도구 동삼동 1124-6,4,4부산광역시 영도구 동삼동 1124-6,V2724GB PLK PSU교체,서부산,-1#도개공1단지 112동#2-V2724GB,59.20.245.38,,부산,,,,부산광역시 영도구 동삼동 일반 1124-6
59.20.245.41,-1#경전_101동_8~9라인_지하1층#1-V2724GB,부산광역시 영도구 동삼동 265-0,1,1부산광역시 영도구 동삼동 265-0,V2724GB PLK PSU교체,서부산,-1#경전_101동_8~9라인_지하1층#1-V2724GB,59.20.245.41,,부산,,,,부산광역시 영도구 동삼동 일반 265-0
59.20.245.42,1#경전_101동_3~5라인_지하#2-V2724GB,부산광역시 영도구 동삼동 265-0,2,2부산광역시 영도구 동삼동 265-0,V2724GB PLK PSU교체,서부산,1#경전_101동_3~5라인_지하#2-V2724GB,59.20.245.42,,부산,,,,부산광역시 영도구 동삼동 일반 265-0
59.20.245.43,-1#경전_101동_12~13라인_지하1층#3-V2724GB,부산광역시 영도구 동삼동 265-0,3,3부산광역시 영도구 동삼동 265-0,V2724GB PLK PSU교체,서부산,-1#경전_101동_12~13라인_지하1층#3-V2724GB,59.20.245.43,,부산,,,,부산광역시 영도구 동삼동 일반 265-0
59.20.245.44,-1#경전_102동_1~2라인_지하1층#4-V2724GB,부산광역시 영도구 동삼동 265-0,4,4부산광역시 영도구 동삼동 265-0,V2724GB PLK PSU교체,서부산,-1#경전_102동_1~2라인_지하1층#4-V2724GB,59.20.245.44,,부산,,,,부산광역시 영도구 동삼동 일반 265-0
121.144.43.31,1#도시아파트 1동#1-V2724GB,부산광역시 영도구 동삼동 220-1,1,1부산광역시 영도구 동삼동 220-1,V2724GB PLK PSU교체,서부산,1#도시아파트 1동#1-V2724GB,121.144.43.31,,부산,,,,부산광역시 영도구 동삼동 일반 220-1 1~3라인사이 재활용수거통
121.144.43.32,1#도시아파트 2동#2-V2724GB,부산광역시 영도구 동삼동 220-1,2,2부산광역시 영도구 동삼동 220-1,V2724GB PLK PSU교체,서부산,1#도시아파트 2동#2-V2724GB,121.144.43.32,,부산,,,,부산광역시 영도구 동삼동 일반 220-1 1~3라인사이 재활용수거통
121.144.43.33,1#도시아파트103동6-7라인#3-V2724GB,부산광역시 영도구 동삼동 220-1,3,3부산광역시 영도구 동삼동 220-1,V2724GB PLK PSU교체,서부산,1#도시아파트103동6-7라인#3-V2724GB,121.144.43.33,,부산,,,,부산광역시 영도구 동삼동 일반 220-1 1~3라인사이 재활용수거통
121.144.43.34,1#도시아파트103동6-7라인#4-V2724GB,부산광역시 영도구 동삼동 220-1,4,4부산광역시 영도구 동삼동 220-1,V2724GB PLK PSU교체,서부산,1#도시아파트103동6-7라인#4-V2724GB,121.144.43.34,,부산,,,,부산광역시 영도구 동삼동 일반 220-1 1~3라인사이 재활용수거통
211.220.58.43,T#태종파크가동_IF#1-V2724GB,부산광역시 영도구 동삼동 227-29,1,1부산광역시 영도구 동삼동 227-29,V2724GB PLK PSU교체,서부산,T#태종파크가동_IF#1-V2724GB,211.220.58.43,,부산,,,,부산광역시 영도구 동삼동 일반 227-297
211.220.58.44,T#태종파크나동_IF#2-V2724GB,부산광역시 영도구 동삼동 227-29,2,2부산광역시 영도구 동삼동 227-29,V2724GB PLK PSU교체,서부산,T#태종파크나동_IF#2-V2724GB,211.220.58.44,,부산,,,,부산광역시 영도구 동삼동 일반 227-297
218.146.206.3,2#도개공201-2#2-V2724GB,부산광역시 영도구 동삼동 510-9,1,1부산광역시 영도구 동삼동 510-9,V2724GB PLK PSU교체,서부산,2#도개공201-2#2-V2724GB,218.146.206.3,,부산,,,,부산광역시 영도구 동삼동 일반 510-9
218.146.206.14,-1#도개공207#14-V2724GB,부산광역시 영도구 동삼동 510-9,2,2부산광역시 영도구 동삼동 510-9,V2724GB PLK PSU교체,서부산,-1#도개공207#14-V2724GB,218.146.206.14,,부산,,,,부산광역시 영도구 동삼동 일반 510-9
218.146.206.42,1#주공2단지202동13-24라인#23-V2724GB,부산광역시 영도구 동삼동 1123-0,1,1부산광역시 영도구 동삼동 1123-0,V2724GB PLK PSU교체,서부산,1#주공2단지202동13-24라인#23-V2724GB,218.146.206.42,,부산,,,,부산광역시 영도구 동삼동 일반 1123-0
218.146.206.56,2#주공2단지207동13-24라인#17-V2724GB,부산광역시 영도구 동삼동 1123-0,2,2부산광역시 영도구 동삼동 1123-0,V2724GB PLK PSU교체,서부산,2#주공2단지207동13-24라인#17-V2724GB,218.146.206.56,,부산,,,,부산광역시 영도구 동삼동 일반 1123-0
218.146.206.62,1#주공1단지101동-1-1#2-V2724GB,부산광역시 영도구 동삼동 1121-0,1,1부산광역시 영도구 동삼동 1121-0,V2724GB PLK PSU교체,서부산,1#주공1단지101동-1-1#2-V2724GB,218.146.206.62,,부산,,,,부산광역시 영도구 동삼동 일반 1121-0 1-10라인
218.146.206.63,1#주공1단지101동-2-1#4-V2724GB,부산광역시 영도구 동삼동 1121-0,2,2부산광역시 영도구 동삼동 1121-0,V2724GB PLK PSU교체,서부산,1#주공1단지101동-2-1#4-V2724GB,218.146.206.63,,부산,,,,부산광역시 영도구 동삼동 일반 1121-0 1-10라인
218.146.206.65,1#주공1단지102동-1-2#7-V2724GB,부산광역시 영도구 동삼동 1121-0,3,3부산광역시 영도구 동삼동 1121-0,V2724GB PLK PSU교체,서부산,1#주공1단지102동-1-2#7-V2724GB,218.146.206.65,,부산,,,,부산광역시 영도구 동삼동 일반 1121-0 1-10라인
218.146.206.67,1#주공1단지102동-2-2#9-V2724GB,부산광역시 영도구 동삼동 1121-0,4,4부산광역시 영도구 동삼동 1121-0,V2724GB PLK PSU교체,서부산,1#주공1단지102동-2-2#9-V2724GB,218.146.206.67,,부산,,,,부산광역시 영도구 동삼동 일반 1121-0 1-10라인
218.146.206.69,1#주공1단지103동-1-2#11-V2724GB,부산광역시 영도구 동삼동 1121-0,5,5부산광역시 영도구 동삼동 1121-0,V2724GB PLK PSU교체,서부산,1#주공1단지103동-1-2#11-V2724GB,218.146.206.69,,부산,,,,부산광역시 영도구 동삼동 일반 1121-0 1-10라인
218.146.206.72,1#주공1단지104동-3#14-V2724GB,부산광역시 영도구 동삼동 1121-0,6,6부산광역시 영도구 동삼동 1121-0,V2724GB PLK PSU교체,서부산,1#주공1단지104동-3#14-V2724GB,218.146.206.72,,부산,,,,부산광역시 영도구 동삼동 일반 1121-0 1-10라인
125.134.116.14,-1#반도보라103-2#2-V2724GB,부산광역시 영도구 동삼동 1124-2,1,1부산광역시 영도구 동삼동 1124-2,V2724GB PLK PSU교체,서부산,-1#반도보라103-2#2-V2724GB,125.134.116.14,,부산,,,,부산광역시 영도구 동삼동 일반 1124-2
211.220.58.52,-1#반도보라_101동_지하1층_1-5라인#1-V2724GB,부산광역시 영도구 동삼동 1124-2,2,2부산광역시 영도구 동삼동 1124-2,V2724GB PLK PSU교체,서부산,-1#반도보라_101동_지하1층_1-5라인#1-V2724GB,211.220.58.52,,부산,,,,부산광역시 영도구 동삼동 일반 1124-2
211.220.58.54,-1#반도보라_101동_지하1층_6-7라인#1-V2724GB,부산광역시 영도구 동삼동 1124-2,3,3부산광역시 영도구 동삼동 1124-2,V2724GB PLK PSU교체,서부산,-1#반도보라_101동_지하1층_6-7라인#1-V2724GB,211.220.58.54,,부산,,,,부산광역시 영도구 동삼동 일반 1124-2
211.220.58.55,-1#반도보라_102동_지하1층#1-V2724GB,부산광역시 영도구 동삼동 1124-2,4,4부산광역시 영도구 동삼동 1124-2,V2724GB PLK PSU교체,서부산,-1#반도보라_102동_지하1층#1-V2724GB,211.220.58.55,,부산,,,,부산광역시 영도구 동삼동 일반 1124-2
125.134.116.35,#베른시티1동1sys#-V2724GB,부산광역시 영도구 동삼동 219-14,1,1부산광역시 영도구 동삼동 219-14,V2724GB PLK PSU교체,서부산,#베른시티1동1sys#-V2724GB,125.134.116.35,,부산,,,,부산광역시 영도구 동삼동 일반 219-146
59.20.182.2,1#수근에이스_IF#1-V2724GB,부산광역시 서구 토성동1가 5-1,1,1부산광역시 서구 토성동1가 5-1,V2724GB PLK PSU교체,서부산,1#수근에이스_IF#1-V2724GB,59.20.182.2,,부산,,,,부산광역시 서구 토성동1가 일반 5-1 수근에이스
59.20.182.3,1#수근에이스_IF#2-V2724GB,부산광역시 서구 토성동1가 5-1,2,2부산광역시 서구 토성동1가 5-1,V2724GB PLK PSU교체,서부산,1#수근에이스_IF#2-V2724GB,59.20.182.3,,부산,,,,부산광역시 서구 토성동1가 일반 5-1 수근에이스
59.20.182.4,1#수근에이스_IF#3-V2724GB,부산광역시 서구 토성동1가 5-1,3,3부산광역시 서구 토성동1가 5-1,V2724GB PLK PSU교체,서부산,1#수근에이스_IF#3-V2724GB,59.20.182.4,,부산,,,,부산광역시 서구 토성동1가 일반 5-1 수근에이스
112.160.211.86,1#서원스위트홈_IF#3-V2724GB,부산광역시 서구 토성동5가 32-0,1,1부산광역시 서구 토성동5가 32-0,V2724GB PLK PSU교체,서부산,1#서원스위트홈_IF#3-V2724GB,112.160.211.86,,부산,,,,부산광역시 서구 토성동5가 일반 32-0 서원스위트홈
203.228.115.12,1#봄여름가을겨울1동MDF_IF#1-V2724GB,부산광역시 서구 토성동1가 51-1,1,1부산광역시 서구 토성동1가 51-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울1동MDF_IF#1-V2724GB,203.228.115.12,,부산,,,,부산광역시 서구 토성동1가 일반 51-1
203.228.115.13,1#봄여름가을겨울1동1-3라인5층_IF#2-V2724GB,부산광역시 서구 토성동1가 51-1,2,2부산광역시 서구 토성동1가 51-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울1동1-3라인5층_IF#2-V2724GB,203.228.115.13,,부산,,,,부산광역시 서구 토성동1가 일반 51-1
203.228.115.14,1#봄여름가을겨울1동1-3라인13층_IF#3-V2724GB,부산광역시 서구 토성동1가 51-1,3,3부산광역시 서구 토성동1가 51-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울1동1-3라인13층_IF#3-V2724GB,203.228.115.14,,부산,,,,부산광역시 서구 토성동1가 일반 51-1
203.228.115.15,1#봄여름가을겨울1동5-6라인5층_IF#4-V2724GB,부산광역시 서구 토성동1가 51-1,4,4부산광역시 서구 토성동1가 51-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울1동5-6라인5층_IF#4-V2724GB,203.228.115.15,,부산,,,,부산광역시 서구 토성동1가 일반 51-1
203.228.115.16,1#봄여름가을겨울1동5-6라인13층_IF#5-V2724GB,부산광역시 서구 토성동1가 51-1,5,5부산광역시 서구 토성동1가 51-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울1동5-6라인13층_IF#5-V2724GB,203.228.115.16,,부산,,,,부산광역시 서구 토성동1가 일반 51-1
203.228.115.17,1#봄여름가을겨울1동7-8라인5층_IF#6-V2724GB,부산광역시 서구 토성동1가 51-1,6,6부산광역시 서구 토성동1가 51-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울1동7-8라인5층_IF#6-V2724GB,203.228.115.17,,부산,,,,부산광역시 서구 토성동1가 일반 51-1
203.228.115.18,1#봄여름가을겨울1동7-8라인13층_IF#7-V2724GB,부산광역시 서구 토성동1가 51-1,7,7부산광역시 서구 토성동1가 51-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울1동7-8라인13층_IF#7-V2724GB,203.228.115.18,,부산,,,,부산광역시 서구 토성동1가 일반 51-1
203.228.115.19,1#봄여름가을겨울2동1-3라인6층_IF#8-V2724GB,부산광역시 서구 토성동1가 51-1,8,8부산광역시 서구 토성동1가 51-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울2동1-3라인6층_IF#8-V2724GB,203.228.115.19,,부산,,,,부산광역시 서구 토성동1가 일반 51-1
203.228.115.22,1#봄여름가을겨울3동1-2라인13층_IF#11-V2724GB,부산광역시 서구 토성동1가 51-1,9,9부산광역시 서구 토성동1가 51-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울3동1-2라인13층_IF#11-V2724GB,203.228.115.22,,부산,,,,부산광역시 서구 토성동1가 일반 51-1
119.198.24.34,1#봄여름가을겨울 송도#4-V2724GB,부산광역시 서구 암남동 201-1,1,1부산광역시 서구 암남동 201-1,V2724GB PLK PSU교체,서부산,1#봄여름가을겨울 송도#4-V2724GB,119.198.24.34,,부산,,,,부산광역시 서구 암남동 일반 201-1 봄여름가을겨울
183.103.110.95,2#자갈치마켓_A_2층#1-V2724GB,부산광역시 중구 남포동4가 37-1,1,1부산광역시 중구 남포동4가 37-1,V2724GB PLK PSU교체,서부산,2#자갈치마켓_A_2층#1-V2724GB,183.103.110.95,,부산,,,,부산광역시 중구 남포동4가 일반 37-1
183.103.110.93,4#자갈치마켓_A_4층#2-V2724GB,부산광역시 중구 남포동4가 37-1,2,2부산광역시 중구 남포동4가 37-1,V2724GB PLK PSU교체,서부산,4#자갈치마켓_A_4층#2-V2724GB,183.103.110.93,,부산,,,,부산광역시 중구 남포동4가 일반 37-1
183.103.110.94,2#자갈치마켓_B_2층#3-V2724GB,부산광역시 중구 남포동4가 37-1,3,3부산광역시 중구 남포동4가 37-1,V2724GB PLK PSU교체,서부산,2#자갈치마켓_B_2층#3-V2724GB,183.103.110.94,,부산,,,,부산광역시 중구 남포동4가 일반 37-1
183.103.110.91,4#자갈치마켓_B_4층1#1-V2724GB,부산광역시 중구 남포동4가 37-1,4,4부산광역시 중구 남포동4가 37-1,V2724GB PLK PSU교체,서부산,4#자갈치마켓_B_4층1#1-V2724GB,183.103.110.91,,부산,,,,부산광역시 중구 남포동4가 일반 37-1
183.103.110.92,4#자갈치마켓_B_4층1#1-V2724GB,부산광역시 중구 남포동4가 37-1,5,5부산광역시 중구 남포동4가 37-1,V2724GB PLK PSU교체,서부산,4#자갈치마켓_B_4층1#1-V2724GB,183.103.110.92,,부산,,,,부산광역시 중구 남포동4가 일반 37-1
121.174.210.89,4#혜성프라자#1-V2724GB,부산광역시 서구 암남동 334-10,1,1부산광역시 서구 암남동 334-10,V2724GB PLK PSU교체,서부산,4#혜성프라자#1-V2724GB,121.174.210.89,,부산,,,,부산광역시 서구 암남동 일반 334-10
121.174.210.88,4#혜성프라자#2-V2724GB,부산광역시 서구 암남동 334-10,2,2부산광역시 서구 암남동 334-10,V2724GB PLK PSU교체,서부산,4#혜성프라자#2-V2724GB,121.174.210.88,,부산,,,,부산광역시 서구 암남동 일반 334-10
121.174.210.81,T#송도고려빌라_옥상_옥외함체#1-V2724GB,부산광역시 서구 암남동 350-1,1,1부산광역시 서구 암남동 350-1,V2724GB PLK PSU교체,서부산,T#송도고려빌라_옥상_옥외함체#1-V2724GB,121.174.210.81,,부산,,,,부산광역시 서구 암남동 일반 350-1
61.78.250.75,4#건한아파트#1-V2724GB,부산광역시 서구 토성동3가 15-5,1,1부산광역시 서구 토성동3가 15-5,V2724GB PLK PSU교체,서부산,4#건한아파트#1-V2724GB,61.78.250.75,,부산,,,,부산광역시 서구 토성동3가 일반 15-5
221.167.92.138,1#국제수산물 시장회관동#1-V2724GB,부산광역시 서구 암남동 761-0,1,1부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물 시장회관동#1-V2724GB,221.167.92.138,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.140,1#국제수산물 시장회관동#2-V2724GB,부산광역시 서구 암남동 761-0,2,2부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물 시장회관동#2-V2724GB,221.167.92.140,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.141,1#국제수산물도매시장회관동#3-V2724GB,부산광역시 서구 암남동 761-0,3,3부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물도매시장회관동#3-V2724GB,221.167.92.141,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.139,1#국제수산물도매시장 시장회관동_4SYS#4-V2724GB,부산광역시 서구 암남동 761-0,4,4부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물도매시장 시장회관동_4SYS#4-V2724GB,221.167.92.139,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.146,1#국제수산물 도매장동 A동 2층#3-V2724GB,부산광역시 서구 암남동 761-0,5,5부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물 도매장동 A동 2층#3-V2724GB,221.167.92.146,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.147,1#국제수산물 도매장동 B동 2층#4-V2724GB,부산광역시 서구 암남동 761-0,6,6부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물 도매장동 B동 2층#4-V2724GB,221.167.92.147,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.148,1#국제수산물 냉동냉장동#5-V2724GB,부산광역시 서구 암남동 761-0,7,7부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물 냉동냉장동#5-V2724GB,221.167.92.148,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.142,1#국제수산물 도매장동3층 A동#6-V2724GB,부산광역시 서구 암남동 761-0,8,8부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물 도매장동3층 A동#6-V2724GB,221.167.92.142,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.143,1#국제수산물 도매시장동3층 A동#8-V2724GB,부산광역시 서구 암남동 761-0,9,9부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물 도매시장동3층 A동#8-V2724GB,221.167.92.143,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.144,1#국제수산물 도매시장동3층 A동#3-V2724GB,부산광역시 서구 암남동 761-0,10,10부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,1#국제수산물 도매시장동3층 A동#3-V2724GB,221.167.92.144,,부산,,,,부산광역시 서구 암남동 일반 761-0
221.167.92.145,#국제수산물도매장동3층 A동#-V2724GB,부산광역시 서구 암남동 761-0,11,11부산광역시 서구 암남동 761-0,V2724GB PLK PSU교체,서부산,#국제수산물도매장동3층 A동#-V2724GB,221.167.92.145,,부산,,,,부산광역시 서구 암남동 일반 761-0
203.228.115.59,1#허브센티움#1_I층_경비실-,부산광역시 서구 부민동1가 32-6,1,1부산광역시 서구 부민동1가 32-6,V2724GB PLK PSU교체,서부산,1#허브센티움#1_I층_경비실-,203.228.115.59,,부산,,,,부산광역시 서구 부민동1가 일반 32-6
121.174.210.31,1#허브센티움#2_I층_경비실-,부산광역시 서구 부민동1가 32-6,2,2부산광역시 서구 부민동1가 32-6,V2724GB PLK PSU교체,서부산,1#허브센티움#2_I층_경비실-,121.174.210.31,,부산,,,,부산광역시 서구 부민동1가 일반 32-6
61.78.250.71,8#크로바빌리지#1-V2724GB,부산광역시 서구 부용동1가 9-2,1,1부산광역시 서구 부용동1가 9-2,V2724GB PLK PSU교체,서부산,8#크로바빌리지#1-V2724GB,61.78.250.71,,부산,,,,부산광역시 서구 부용동1가 일반 9-2
59.20.182.106,5#동양냉장#2-V2724GB,부산광역시 서구 남부민동 523-52,1,1부산광역시 서구 남부민동 523-52,V2724GB PLK PSU교체,서부산,5#동양냉장#2-V2724GB,59.20.182.106,,부산,,,,부산광역시 서구 남부민동 일반 523-52
121.174.210.132,8#월드오피스텔#1-V2724GB,부산광역시 서구 암남동 351-0,1,1부산광역시 서구 암남동 351-0,V2724GB PLK PSU교체,서부산,8#월드오피스텔#1-V2724GB,121.174.210.132,,부산,,,,부산광역시 서구 암남동 일반 351-0
121.174.210.133,8#월드오피스텔#2-V2724GB,부산광역시 서구 암남동 351-0,2,2부산광역시 서구 암남동 351-0,V2724GB PLK PSU교체,서부산,8#월드오피스텔#2-V2724GB,121.174.210.133,,부산,,,,부산광역시 서구 암남동 일반 351-0
121.174.210.134,8#월드오피스텔#3-V2724GB,부산광역시 서구 암남동 351-0,3,3부산광역시 서구 암남동 351-0,V2724GB PLK PSU교체,서부산,8#월드오피스텔#3-V2724GB,121.174.210.134,,부산,,,,부산광역시 서구 암남동 일반 351-0
121.174.210.129,8#월드오피스텔#4-V2724GB,부산광역시 서구 암남동 351-0,4,4부산광역시 서구 암남동 351-0,V2724GB PLK PSU교체,서부산,8#월드오피스텔#4-V2724GB,121.174.210.129,,부산,,,,부산광역시 서구 암남동 일반 351-0
121.174.210.128,TOP#창선공구상가A동#1-V2724GB,부산광역시 중구 창선동2가 30-0,1,1부산광역시 중구 창선동2가 30-0,V2724GB PLK PSU교체,서부산,TOP#창선공구상가A동#1-V2724GB,121.174.210.128,,부산,,,,부산광역시 중구 창선동2가 일반 30-0
